Telangana,20,Ginger-Turmeric Tea (1 cup),Ragi Idli (2) with Coconut Chutney (small portion),Apple (1 medium),"Bajra Rotte (2) with Chikkudukaya Kura (Broad Beans, 1.5 cup) + Salad",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),Millets Pulao (1 cup) with only vegetables
Telangana,21,Cinnamon Water (1 glass),Whole Wheat Roti (2) with Egg White Bhurji (1/2 cup),Pear (1 medium),"Brown Rice (1/2 cup) + Gongura Pappu (Sorrel Dal, 1 cup) + Steamed Mixed Vegetables",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Pesarattu (Whole Moong Dal Dosa, 2) with Ginger Chutney"
Telangana,22,Fenugreek Water (1 glass),"Jonna Rotte (Jowar Roti, 2) with Tomato Palem (Stew/Curry, 1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) + Pappu (Plain Dal, 1 cup) + Gongura Kura (Sorrel leaf, low oil, 1 cup)",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Ragi Sankati/Muddha (Ragi Ball, 1 small) with Mushroom/Soya Iguru (Dry fry, 1 cup)"
Telangana,23,Cinnamon Water (1 glass),"Pesarattu (Whole Moong Dal Dosa, 2) with Ginger Chutney",Pear (1 medium),"Jowar Rotte (2) with Bendakaya Pulusu (Ladyfinger tangy curry, 1.5 cup) + Salad",Handful of Almonds (5-6),Green Tea (1 cup),"Bajra/Sajja Rotte (2) with Chicken/Fish Pulusu (lean protein, 1 cup)"
Telangana,24,Warm Water with Lemon (1 glass),Oats Upma (1 cup) with vegetables,Guava (1 medium),"Brown Rice (1/2 cup) + Kandi Pappu (Toor Dal, 1 cup) + Vankaya Kura (Brinjal, low oil, 1 cup)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Millets Khichdi (1 cup) with Onion and Tomato
Telangana,25,Bitter Gourd Juice (1 glass),"Dibba Roti (Millets/Whole Wheat version, 1 piece) with Sambar",Orange (1 medium),Jowar Rotte (2) with Mixed Vegetable Sambhar/Pulusu (1.5 cup) + Boiled Egg White (2),Roasted Makhana (1/2 cup),Buttermilk (1 glass),Brown Rice (1/4 cup) with Clear Vegetable Soup (2 bowls)
Telangana,26,Fenugreek Water (1 glass),Moong Dal Cheela (2) with grated carrot/beans,Papaya (1 cup),"Brown Rice (1/2 cup) + Beerakaya Pappu (Ridge Gourd Dal, 1 cup) + Aaku Kura (Any green leaf dry curry, 1 cup)",Mixed Seeds (1 tbsp),Green Tea (1 cup),"Jowar Rotte (2) with Tofu/Soya Fry (low oil, 1 cup)"
Telangana,27,Ginger-Turmeric Tea (1 cup),Ragi Idli (2) with Coconut Chutney (small portion),Apple (1 medium),"Bajra Rotte (2) with Chikkudukaya Kura (Broad Beans, 1.5 cup) + Salad",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),Millets Pulao (1 cup) with only vegetables
Telangana,28,Cinnamon Water (1 glass),Whole Wheat Roti (2) with Egg White Bhurji (1/2 cup),Pear (1 medium),"Brown Rice (1/2 cup) + Gongura Pappu (Sorrel Dal, 1 cup) + Steamed Mixed Vegetables",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Pesarattu (Whole Moong Dal Dosa, 2) with Ginger Chutney"
Telangana,29,Fenugreek Water (1 glass),"Jonna Rotte (Jowar Roti, 2) with Tomato Palem (Stew/Curry, 1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) + Pappu (Plain Dal, 1 cup) + Gongura Kura (Sorrel leaf, low oil, 1 cup)",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Ragi Sankati/Muddha (Ragi Ball, 1 small) with Mushroom/Soya Iguru (Dry fry, 1 cup)"
Telangana,30,Cinnamon Water (1 glass),"Pesarattu (Whole Moong Dal Dosa, 2) with Ginger Chutney",Pear (1 medium),"Jowar Rotte (2) with Bendakaya Pulusu (Ladyfinger tangy curry, 1.5 cup) + Salad",Handful of Almonds (5-6),Green Tea (1 cup),"Bajra/Sajja Rotte (2) with Chicken/Fish Pulusu (lean protein, 1 cup)"
State,Day,Early Morning Drink,Breakfast,Mid-Morning Snack,Lunch,Afternoon Snack,Afternoon Drink,Dinner
Uttar Pradesh,1,Fenugreek Water (1 glass),"Whole Wheat Sattu Paratha (2, low oil) with Mint Chutney",Apple (1 medium),"Whole Wheat Roti (2) with Arhar/Toor Dal (1 cup) + Lauki (Bottle Gourd) Kofta (baked/steamed, 1 cup)",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Chicken/Paneer Tikka (Tandoori/Baked, 1 serving) with Sauteed Greens (1.5 cup)"
Uttar Pradesh,2,Cinnamon Water (1 glass),Besan Cheela (2) with grated onion/capsicum,Pear (1 medium),"Brown Rice (1/2 cup) with Masoor Dal (1 cup) + Bhindi (Okra) Sabzi (low oil, 1 cup)",Handful of Almonds (5-6),Green Tea (1 cup),"Jowar/Bajra Roti (2) with Matar Paneer (low-fat paneer, 1 cup)"
Uttar Pradesh,3,Warm Water with Lemon (1 glass),Oats Porridge (1 cup) with chopped nuts,Guava (1 medium),"Whole Wheat Roti (2) with Chhole (Chickpeas, moderate, 1 cup) + Cucumber Raita",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Vegetable Dalia (1 bowl) with Soya Chunks
Uttar Pradesh,4,Bitter Gourd Juice (1 glass),Quinoa Upma (1 cup) with vegetables,Orange (1 medium),"Millets Pulao (1 cup) with Rajma (Kidney Beans, moderate, 1 cup) + Salad",Roasted Makhana (1/2 cup),Buttermilk (1 glass),"Whole Wheat Roti (2) with Aloo Palak (Spinach with small amount of Potato, 1 cup)"
Uttar Pradesh,5,Fenugreek Water (1 glass),"Whole Wheat Aloo Paratha (2, shallow fried, minimal oil) with Low-fat Curd",Papaya (1 cup),Brown Rice (1/2 cup) with Mixed Dal (1 cup) + Seem (Broad Beans) Tarkari (1 cup),Mixed Seeds (1 tbsp),Green Tea (1 cup),"Masoor Dal Khichdi (using Brown Rice/Millets, 1 cup)"
Uttar Pradesh,6,Ginger-Turmeric Tea (1 cup),Egg White Omelette (2 eggs) with Whole Wheat Bread (2 slices),Apple (1 medium),"Jowar Roti (2) with Kala Chana Tarkari (Black Chickpea, 1 cup) + Onion Salad",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),"Grilled Fish/Tofu (1 serving) with Baked Bengan Bharta (Eggplant, low oil)"
Uttar Pradesh,7,Cinnamon Water (1 glass),"Whole Wheat Veg Sandwich (2 slices, toasted)",Pear (1 medium),"Whole Wheat Roti (2) with Dal Tadka (1 cup) + Gobhi (Cauliflower) Curry (low oil, 1 cup)",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Whole Wheat Sattu Paratha (2, low oil) with Low-fat Curd (1 cup)"
Uttar Pradesh,8,Fenugreek Water (1 glass),"Whole Wheat Sattu Paratha (2, low oil) with Mint Chutney",Apple (1 medium),"Whole Wheat Roti (2) with Arhar/Toor Dal (1 cup) + Lauki (Bottle Gourd) Kofta (baked/steamed, 1 cup)",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Chicken/Paneer Tikka (Tandoori/Baked, 1 serving) with Sauteed Greens (1.5 cup)"
Uttar Pradesh,9,Cinnamon Water (1 glass),Besan Cheela (2) with grated onion/capsicum,Pear (1 medium),"Brown Rice (1/2 cup) with Masoor Dal (1 cup) + Bhindi (Okra) Sabzi (low oil, 1 cup)",Handful of Almonds (5-6),Green Tea (1 cup),"Jowar/Bajra Roti (2) with Matar Paneer (low-fat paneer, 1 cup)"
Uttar Pradesh,10,Warm Water with Lemon (1 glass),Oats Porridge (1 cup) with chopped nuts,Guava (1 medium),"Whole Wheat Roti (2) with Chhole (Chickpeas, moderate, 1 cup) + Cucumber Raita",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Vegetable Dalia (1 bowl) with Soya Chunks
Uttar Pradesh,11,Bitter Gourd Juice (1 glass),Quinoa Upma (1 cup) with vegetables,Orange (1 medium),"Millets Pulao (1 cup) with Rajma (Kidney Beans, moderate, 1 cup) + Salad",Roasted Makhana (1/2 cup),Buttermilk (1 glass),"Whole Wheat Roti (2) with Aloo Palak (Spinach with small amount of Potato, 1 cup)"
Uttar Pradesh,12,Fenugreek Water (1 glass),"Whole Wheat Aloo Paratha (2, shallow fried, minimal oil) with Low-fat Curd",Papaya (1 cup),Brown Rice (1/2 cup) with Mixed Dal (1 cup) + Seem (Broad Beans) Tarkari (1 cup),Mixed Seeds (1 tbsp),Green Tea (1 cup),"Masoor Dal Khichdi (using Brown Rice/Millets, 1 cup)"
Uttar Pradesh,13,Ginger-Turmeric Tea (1 cup),Egg White Omelette (2 eggs) with Whole Wheat Bread (2 slices),Apple (1 medium),"Jowar Roti (2) with Kala Chana Tarkari (Black Chickpea, 1 cup) + Onion Salad",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),"Grilled Fish/Tofu (1 serving) with Baked Bengan Bharta (Eggplant, low oil)"
Uttar Pradesh,14,Cinnamon Water (1 glass),"Whole Wheat Veg Sandwich (2 slices, toasted)",Pear (1 medium),"Whole Wheat Roti (2) with Dal Tadka (1 cup) + Gobhi (Cauliflower) Curry (low oil, 1 cup)",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Whole Wheat Sattu Paratha (2, low oil) with Low-fat Curd (1 cup)"
Uttar Pradesh,15,Fenugreek Water (1 glass),"Whole Wheat Sattu Paratha (2, low oil) with Mint Chutney",Apple (1 medium),"Whole Wheat Roti (2) with Arhar/Toor Dal (1 cup) + Lauki (Bottle Gourd) Kofta (baked/steamed, 1 cup)",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Chicken/Paneer Tikka (Tandoori/Baked, 1 serving) with Sauteed Greens (1.5 cup)"
Uttar Pradesh,16,Cinnamon Water (1 glass),Besan Cheela (2) with grated onion/capsicum,Pear (1 medium),"Brown Rice (1/2 cup) with Masoor Dal (1 cup) + Bhindi (Okra) Sabzi (low oil, 1 cup)",Handful of Almonds (5-6),Green Tea (1 cup),"Jowar/Bajra Roti (2) with Matar Paneer (low-fat paneer, 1 cup)"
Uttar Pradesh,17,Warm Water with Lemon (1 glass),Oats Porridge (1 cup) with chopped nuts,Guava (1 medium),"Whole Wheat Roti (2) with Chhole (Chickpeas, moderate, 1 cup) + Cucumber Raita",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Vegetable Dalia (1 bowl) with Soya Chunks
Uttar Pradesh,18,Bitter Gourd Juice (1 glass),Quinoa Upma (1 cup) with vegetables,Orange (1 medium),"Millets Pulao (1 cup) with Rajma (Kidney Beans, moderate, 1 cup) + Salad",Roasted Makhana (1/2 cup),Buttermilk (1 glass),"Whole Wheat Roti (2) with Aloo Palak (Spinach with small amount of Potato, 1 cup)"
Uttar Pradesh,19,Fenugreek Water (1 glass),"Whole Wheat Aloo Paratha (2, shallow fried, minimal oil) with Low-fat Curd",Papaya (1 cup),Brown Rice (1/2 cup) with Mixed Dal (1 cup) + Seem (Broad Beans) Tarkari (1 cup),Mixed Seeds (1 tbsp),Green Tea (1 cup),"Masoor Dal Khichdi (using Brown Rice/Millets, 1 cup)"
Uttar Pradesh,20,Ginger-Turmeric Tea (1 cup),Egg White Omelette (2 eggs) with Whole Wheat Bread (2 slices),Apple (1 medium),"Jowar Roti (2) with Kala Chana Tarkari (Black Chickpea, 1 cup) + Onion Salad",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),"Grilled Fish/Tofu (1 serving) with Baked Bengan Bharta (Eggplant, low oil)"
Uttar Pradesh,21,Cinnamon Water (1 glass),"Whole Wheat Veg Sandwich (2 slices, toasted)",Pear (1 medium),"Whole Wheat Roti (2) with Dal Tadka (1 cup) + Gobhi (Cauliflower) Curry (low oil, 1 cup)",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Whole Wheat Sattu Paratha (2, low oil) with Low-fat Curd (1 cup)"
Uttar Pradesh,22,Fenugreek Water (1 glass),"Whole Wheat Sattu Paratha (2, low oil) with Mint Chutney",Apple (1 medium),"Whole Wheat Roti (2) with Arhar/Toor Dal (1 cup) + Lauki (Bottle Gourd) Kofta (baked/steamed, 1 cup)",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Chicken/Paneer Tikka (Tandoori/Baked, 1 serving) with Sauteed Greens (1.5 cup)"
Uttar Pradesh,23,Cinnamon Water (1 glass),Besan Cheela (2) with grated onion/capsicum,Pear (1 medium),"Brown Rice (1/2 cup) with Masoor Dal (1 cup) + Bhindi (Okra) Sabzi (low oil, 1 cup)",Handful of Almonds (5-6),Green Tea (1 cup),"Jowar/Bajra Roti (2) with Matar Paneer (low-fat paneer, 1 cup)"
Uttar Pradesh,24,Warm Water with Lemon (1 glass),Oats Porridge (1 cup) with chopped nuts,Guava (1 medium),"Whole Wheat Roti (2) with Chhole (Chickpeas, moderate, 1 cup) + Cucumber Raita",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Vegetable Dalia (1 bowl) with Soya Chunks
Uttar Pradesh,25,Bitter Gourd Juice (1 glass),Quinoa Upma (1 cup) with vegetables,Orange (1 medium),"Millets Pulao (1 cup) with Rajma (Kidney Beans, moderate, 1 cup) + Salad",Roasted Makhana (1/2 cup),Buttermilk (1 glass),"Whole Wheat Roti (2) with Aloo Palak (Spinach with small amount of Potato, 1 cup)"
Uttar Pradesh,26,Fenugreek Water (1 glass),"Whole Wheat Aloo Paratha (2, shallow fried, minimal oil) with Low-fat Curd",Papaya (1 cup),Brown Rice (1/2 cup) with Mixed Dal (1 cup) + Seem (Broad Beans) Tarkari (1 cup),Mixed Seeds (1 tbsp),Green Tea (1 cup),"Masoor Dal Khichdi (using Brown Rice/Millets, 1 cup)"
Uttar Pradesh,27,Ginger-Turmeric Tea (1 cup),Egg White Omelette (2 eggs) with Whole Wheat Bread (2 slices),Apple (1 medium),"Jowar Roti (2) with Kala Chana Tarkari (Black Chickpea, 1 cup) + Onion Salad",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),"Grilled Fish/Tofu (1 serving) with Baked Bengan Bharta (Eggplant, low oil)"
Uttar Pradesh,28,Cinnamon Water (1 glass),"Whole Wheat Veg Sandwich (2 slices, toasted)",Pear (1 medium),"Whole Wheat Roti (2) with Dal Tadka (1 cup) + Gobhi (Cauliflower) Curry (low oil, 1 cup)",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Whole Wheat Sattu Paratha (2, low oil) with Low-fat Curd (1 cup)"
Uttar Pradesh,29,Fenugreek Water (1 glass),"Whole Wheat Sattu Paratha (2, low oil) with Mint Chutney",Apple (1 medium),"Whole Wheat Roti (2) with Arhar/Toor Dal (1 cup) + Lauki (Bottle Gourd) Kofta (baked/steamed, 1 cup)",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Chicken/Paneer Tikka (Tandoori/Baked, 1 serving) with Sauteed Greens (1.5 cup)"
Uttar Pradesh,30,Cinnamon Water (1 glass),Besan Cheela (2) with grated onion/capsicum,Pear (1 medium),"Brown Rice (1/2 cup) with Masoor Dal (1 cup) + Bhindi (Okra) Sabzi (low oil, 1 cup)",Handful of Almonds (5-6),Green Tea (1 cup),"Jowar/Bajra Roti (2) with Matar Paneer (low-fat paneer, 1 cup)"
State,Day,Early Morning Drink,Breakfast,Mid-Morning Snack,Lunch,Afternoon Snack,Afternoon Drink,Dinner
Tripura,1,Fenugreek Water (1 glass),"Whole Wheat/Millets Roti (2) with Taowang Wahan (Steamed Greens/Spinach, 1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) + Muya Awandru (Bamboo Shoot Curry, low oil, 1.5 cup) + Salad",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Godok (Steamed mixed vegetable patty, 1 serving) with Muya Borok (fermented fish substitute - Tofu/Soya, small portion)"
Tripura,2,Cinnamon Water (1 glass),Oats Porridge (1 cup) with berries/nuts,Pear (1 medium),"Brown Rice (1/2 cup) + Kosoi Bwtwi (Beans/Lentils cooked with vegetables, 1.5 cup)",Handful of Almonds (5-6),Green Tea (1 cup),"Godok (Steamed mixed vegetable patty, 1 serving) with Fish Grilled/Steamed (1 serving)"
Tripura,3,Warm Water with Lemon (1 glass),Moong Dal Cheela (2) with Mint Chutney,Guava (1 medium),"Millets Khichdi (1 cup) with Mosi Mosodeng (Smoked/Grilled vegetable paste, small portion)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),"Whole Wheat/Millets Roti (2) with Wahan Mosodeng (Boiled vegetable mash, 1.5 cup)"
Tripura,4,Bitter Gourd Juice (1 glass),Vegetable Dalia (1 bowl),Orange (1 medium),"Brown Rice (1/2 cup) + Kasoi Bwtwi (Beans/Lentils with vegetables, 1.5 cup) + Boiled Egg White (2)",Roasted Makhana (1/2 cup),Buttermilk (1 glass),"Tofu/Chicken Awandru (low-oil curry, 1 cup) with Steamed Vegetables"
Tripura,5,Fenugreek Water (1 glass),Whole Wheat Toast (2 slices) with Egg White Bhurji (1/2 cup),Papaya (1 cup),Millets Pulao (1 cup) with Taope (Green Papaya) Stew (1.5 cup) + Salad,Mixed Seeds (1 tbsp),Green Tea (1 cup),"Fish/Paneer Grilled/Steamed (1 serving) with Taowang Bwtwi (Greens mash, 1 cup)"
Tripura,6,Ginger-Turmeric Tea (1 cup),Ragi Idli (2) with Sambar,Apple (1 medium),"Brown Rice (1/2 cup) + Muya Awandru (Bamboo Shoot Curry, 1.5 cup) + Steamed Mixed Vegetables",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),Millets Khichdi (1 cup) with Tofu/Soya Chunks
Tripura,7,Cinnamon Water (1 glass),Besan Cheela (2) with grated radish/carrot,Pear (1 medium),"Whole Wheat Roti (2) with Kosoi Bwtwi (Beans/Lentils with vegetables, 1.5 cup) + Onion Salad",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Godok (Steamed mixed vegetable patty, 1 serving) with Taowang Wahan (Steamed Greens, 1.5 cup)"
Tripura,8,Fenugreek Water (1 glass),"Whole Wheat/Millets Roti (2) with Taowang Wahan (Steamed Greens/Spinach, 1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) + Muya Awandru (Bamboo Shoot Curry, low oil, 1.5 cup) + Salad",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Godok (Steamed mixed vegetable patty, 1 serving) with Muya Borok (fermented fish substitute - Tofu/Soya, small portion)"
Tripura,9,Cinnamon Water (1 glass),Oats Porridge (1 cup) with berries/nuts,Pear (1 medium),"Brown Rice (1/2 cup) + Kosoi Bwtwi (Beans/Lentils cooked with vegetables, 1.5 cup)",Handful of Almonds (5-6),Green Tea (1 cup),"Godok (Steamed mixed vegetable patty, 1 serving) with Fish Grilled/Steamed (1 serving)"
Tripura,10,Warm Water with Lemon (1 glass),Moong Dal Cheela (2) with Mint Chutney,Guava (1 medium),"Millets Khichdi (1 cup) with Mosi Mosodeng (Smoked/Grilled vegetable paste, small portion)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),"Whole Wheat/Millets Roti (2) with Wahan Mosodeng (Boiled vegetable mash, 1.5 cup)"
Tripura,11,Bitter Gourd Juice (1 glass),Vegetable Dalia (1 bowl),Orange (1 medium),"Brown Rice (1/2 cup) + Kasoi Bwtwi (Beans/Lentils with vegetables, 1.5 cup) + Boiled Egg White (2)",Roasted Makhana (1/2 cup),Buttermilk (1 glass),"Tofu/Chicken Awandru (low-oil curry, 1 cup) with Steamed Vegetables"
Tripura,12,Fenugreek Water (1 glass),Whole Wheat Toast (2 slices) with Egg White Bhurji (1/2 cup),Papaya (1 cup),Millets Pulao (1 cup) with Taope (Green Papaya) Stew (1.5 cup) + Salad,Mixed Seeds (1 tbsp),Green Tea (1 cup),"Fish/Paneer Grilled/Steamed (1 serving) with Taowang Bwtwi (Greens mash, 1 cup)"
Tripura,13,Ginger-Turmeric Tea (1 cup),Ragi Idli (2) with Sambar,Apple (1 medium),"Brown Rice (1/2 cup) + Muya Awandru (Bamboo Shoot Curry, 1.5 cup) + Steamed Mixed Vegetables",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),Millets Khichdi (1 cup) with Tofu/Soya Chunks
Tripura,14,Cinnamon Water (1 glass),Besan Cheela (2) with grated radish/carrot,Pear (1 medium),"Whole Wheat Roti (2) with Kosoi Bwtwi (Beans/Lentils with vegetables, 1.5 cup) + Onion Salad",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Godok (Steamed mixed vegetable patty, 1 serving) with Taowang Wahan (Steamed Greens, 1.5 cup)"
Tripura,15,Fenugreek Water (1 glass),"Whole Wheat/Millets Roti (2) with Taowang Wahan (Steamed Greens/Spinach, 1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) + Muya Awandru (Bamboo Shoot Curry, low oil, 1.5 cup) + Salad",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Godok (Steamed mixed vegetable patty, 1 serving) with Muya Borok (fermented fish substitute - Tofu/Soya, small portion)"
Tripura,16,Cinnamon Water (1 glass),Oats Porridge (1 cup) with berries/nuts,Pear (1 medium),"Brown Rice (1/2 cup) + Kosoi Bwtwi (Beans/Lentils cooked with vegetables, 1.5 cup)",Handful of Almonds (5-6),Green Tea (1 cup),"Godok (Steamed mixed vegetable patty, 1 serving) with Fish Grilled/Steamed (1 serving)"
Tripura,17,Warm Water with Lemon (1 glass),Moong Dal Cheela (2) with Mint Chutney,Guava (1 medium),"Millets Khichdi (1 cup) with Mosi Mosodeng (Smoked/Grilled vegetable paste, small portion)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),"Whole Wheat/Millets Roti (2) with Wahan Mosodeng (Boiled vegetable mash, 1.5 cup)"
Tripura,18,Bitter Gourd Juice (1 glass),Vegetable Dalia (1 bowl),Orange (1 medium),"Brown Rice (1/2 cup) + Kasoi Bwtwi (Beans/Lentils with vegetables, 1.5 cup) + Boiled Egg White (2)",Roasted Makhana (1/2 cup),Buttermilk (1 glass),"Tofu/Chicken Awandru (low-oil curry, 1 cup) with Steamed Vegetables"
Tripura,19,Fenugreek Water (1 glass),Whole Wheat Toast (2 slices) with Egg White Bhurji (1/2 cup),Papaya (1 cup),Millets Pulao (1 cup) with Taope (Green Papaya) Stew (1.5 cup) + Salad,Mixed Seeds (1 tbsp),Green Tea (1 cup),"Fish/Paneer Grilled/Steamed (1 serving) with Taowang Bwtwi (Greens mash, 1 cup)"
Tripura,20,Ginger-Turmeric Tea (1 cup),Ragi Idli (2) with Sambar,Apple (1 medium),"Brown Rice (1/2 cup) + Muya Awandru (Bamboo Shoot Curry, 1.5 cup) + Steamed Mixed Vegetables",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),Millets Khichdi (1 cup) with Tofu/Soya Chunks
Tripura,21,Cinnamon Water (1 glass),Besan Cheela (2) with grated radish/carrot,Pear (1 medium),"Whole Wheat Roti (2) with Kosoi Bwtwi (Beans/Lentils with vegetables, 1.5 cup) + Onion Salad",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Godok (Steamed mixed vegetable patty, 1 serving) with Taowang Wahan (Steamed Greens, 1.5 cup)"
Tripura,22,Fenugreek Water (1 glass),"Whole Wheat/Millets Roti (2) with Taowang Wahan (Steamed Greens/Spinach, 1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) + Muya Awandru (Bamboo Shoot Curry, low oil, 1.5 cup) + Salad",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Godok (Steamed mixed vegetable patty, 1 serving) with Muya Borok (fermented fish substitute - Tofu/Soya, small portion)"
Tripura,23,Cinnamon Water (1 glass),Oats Porridge (1 cup) with berries/nuts,Pear (1 medium),"Brown Rice (1/2 cup) + Kosoi Bwtwi (Beans/Lentils cooked with vegetables, 1.5 cup)",Handful of Almonds (5-6),Green Tea (1 cup),"Godok (Steamed mixed vegetable patty, 1 serving) with Fish Grilled/Steamed (1 serving)"
Tripura,24,Warm Water with Lemon (1 glass),Moong Dal Cheela (2) with Mint Chutney,Guava (1 medium),"Millets Khichdi (1 cup) with Mosi Mosodeng (Smoked/Grilled vegetable paste, small portion)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),"Whole Wheat/Millets Roti (2) with Wahan Mosodeng (Boiled vegetable mash, 1.5 cup)"
Tripura,25,Bitter Gourd Juice (1 glass),Vegetable Dalia (1 bowl),Orange (1 medium),"Brown Rice (1/2 cup) + Kasoi Bwtwi (Beans/Lentils with vegetables, 1.5 cup) + Boiled Egg White (2)",Roasted Makhana (1/2 cup),Buttermilk (1 glass),"Tofu/Chicken Awandru (low-oil curry, 1 cup) with Steamed Vegetables"
Tripura,26,Fenugreek Water (1 glass),Whole Wheat Toast (2 slices) with Egg White Bhurji (1/2 cup),Papaya (1 cup),Millets Pulao (1 cup) with Taope (Green Papaya) Stew (1.5 cup) + Salad,Mixed Seeds (1 tbsp),Green Tea (1 cup),"Fish/Paneer Grilled/Steamed (1 serving) with Taowang Bwtwi (Greens mash, 1 cup)"
Tripura,27,Ginger-Turmeric Tea (1 cup),Ragi Idli (2) with Sambar,Apple (1 medium),"Brown Rice (1/2 cup) + Muya Awandru (Bamboo Shoot Curry, 1.5 cup) + Steamed Mixed Vegetables",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),Millets Khichdi (1 cup) with Tofu/Soya Chunks
